senior_citizen,tenure,monthly_charges,total_charges,gender_Male,partner_Yes,dependents_Yes,phone_service_Yes,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_t_v_No internet service,streaming_t_v_Yes,streaming_movies_No internet service,streaming_movies_Yes,contract_One year,contract_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn_Yes
1,-0.7145731584256735,0.6889396509276361,-0.41682640801605775,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,-0.18436543702220157,-0.17758483621094415,-0.284075967275937,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1.5286133552044,1.6851933319180579,2.5752644082735263,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True
0,0.14191623768762732,0.35463749754019924,0.17196966447236076,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
1,-0.6737879490869448,0.7222035467870825,-0.44530444374146416,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-0.5922175304094877,0.6756340925838579,-0.32490698519052047,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.060345819010170096,1.0897695960339664,0.40464690756421745,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.38662749371999894,-0.6582481313799454,-0.1064577305129838,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False
0,0.6313387497523706,0.20162357658674573,0.5906695839951641,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
0,0.590553540413642,1.485609956761379,1.250385009587519,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
0,0.2642718657038131,0.8203320395724497,0.5223972985031945,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True
0,-0.877713995780588,-1.4632344111785498,-0.9212030825795107,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,-1.0408548331355023,-1.4948351122450239,-0.9453796334354716,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,-1.2039956704904167,-1.340157996498598,-0.9723576641807637,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.0000696237967737,0.060252019184098254,-0.7550113543415464,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-1.285566089167874,-1.511467060174747,-1.0018724680541904,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True
0,-0.02122459966728712,0.9949674928345437,0.37111738447930825,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
0,1.1207612618171139,0.031977707703568475,0.7226259044516951,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
0,-0.9184992051193165,-1.4948351122450239,-0.9276222215385296,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,1.5693985645431285,-1.3384948017056257,-0.25597293279555916,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.1632104611516882,-1.4815295539012454,-0.9767694435340413,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
1,-1.285566089167874,0.14507495362568665,-0.9799018068748683,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.4274127030587276,-0.4536751718443497,-0.06121493324512289,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,1.0799760524783852,1.1513078033739421,1.6194524113859503,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True
0,-0.3882914837158446,-0.3538834842660103,-0.47153247199669907,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1.6101837738818572,-1.5131302549677197,-0.3502526575750999,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-0.4290766930545732,-0.2873556925471174,-0.4403632508657933,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
0,-1.285566089167874,-1.3218628537759025,-0.9993577538228221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1.4878281458656715,-1.361779528807238,-0.2546714578863424,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0.7129091684298279,-0.9809079212165762,-0.23887728780160875,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,-1.285566089167874,-1.32019965898293,-0.9993356949260558,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.2447808798291453,-0.6615745209658901,-0.9679017670339535,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
0,-0.7145731584256735,0.34798471836830985,-0.5187385110767686,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.06200980900601573,-1.4798663591082732,-0.7417318984881811,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,1.3654725178494855,1.3342592306008978,2.1365791282803754,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
0,-1.2039956704904167,-0.3389147311292593,-0.9356957777550275,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
0,-1.0000696237967737,-1.4931719174520517,-0.9479825832539054,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,1.2839020991720282,0.2714777578915831,1.0580755475781514,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,-0.18436543702220157,-1.4765399695223285,-0.762048142410024,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.9984056338009281,1.1928876731982503,1.6299965640402836,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,-0.7553583677644021,0.7438250790957229,-0.45518682949280587,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0,-0.551432321070759,-1.4948351122450239,-0.8456734200513996,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,-0.9184992051193165,0.5009986393217639,-0.6322756527333656,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,0.7536943777685564,-0.5068974052194641,0.11602830227280167,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,1.4062577271882142,0.02532492853167956,0.8966926588352598,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.877713995780588,-1.4782031643153006,-0.8998059527161149,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,1.6101837738818572,-0.13101538200771892,0.9964871078063974,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1.3654725178494855,-1.4815295539012454,-0.4106719758182356,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-0.5922175304094877,0.7804153645411139,-0.28723038951353047,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True
0,-0.9592844144580451,-1.509803865381775,-0.9315487051629466,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,-0.9592844144580451,0.3429951339893932,-0.7308127445888192,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0.6313387497523706,1.5488113588943275,1.3344514651642223,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0,-0.9184992051193165,0.17501245989918865,-0.6859670074627532,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.9592844144580451,0.9933042980415715,-0.6178491342481481,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
1,-0.7961435771031307,1.0032834667994053,-0.4413338423235144,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.1632104611516882,0.4511027955325942,-0.8648426013413905,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,-1.1632104611516882,0.17667565469216087,-0.9054750891850765,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,1.6101837738818572,0.9018285844280937,1.8459090455896856,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0.7536943777685564,0.6856132613416916,0.9404133922262399,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1.0799760524783852,-0.7929669096107037,0.07162374308206333,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,-0.9184992051193165,0.6889396509276361,-0.6514007162298238,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1,1.1615464711558425,0.5741792102125463,1.153458217196012,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0.8760500057847422,0.6490229758963008,0.9678105420100935,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0.01956060967144149,-0.13267857680069137,-0.11316363512996575,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,-0.22515064636093016,-1.48485594348719,-0.7730114141029187,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
1,-1.285566089167874,0.476050717427179,-0.9755120864183572,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-0.3882914837158446,1.011599440764267,-0.04299428451608664,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,-1.285566089167874,-1.4981615018309686,-1.0016959968800592,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0.5089831217361848,0.647359781103328,0.6916331544949205,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0.2642718657038131,-1.4981615018309686,-0.6333344797781523,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.1224252518129596,0.17002287552027148,-0.8571881641634539,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True
0,1.6101837738818572,0.5791687945914629,1.5550624917248645,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,1.0391908431396566,0.06357840877004271,0.7411994955289934,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,1.5286133552044,-0.6748800793096686,0.3387349240262512,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
0,1.1615464711558425,1.1163807127215235,1.7006732692797895,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
0,-1.2447808798291453,0.1933076026218841,-0.9534531896519696,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.5497683310749134,-1.3285156329477916,-0.4960840240976884,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.285566089167874,-0.49691823646163,-0.988416541026694,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,-0.4290766930545732,0.14507495362568665,-0.3248628673969877,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.6313387497523706,1.2510994909522815,1.153193510434815,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,1.2839020991720282,0.7205403519941104,1.4745034007340172,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1.6101837738818572,-1.350137165256432,-0.2854877366689858,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-0.8369287864418593,-0.21750151124227976,-0.683739058889348,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,0.060345819010170096,0.9766723501118483,0.409058686917495,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0,1.6101837738818572,0.1284430056959634,1.1461126045728045,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
0,-0.14358022768347295,0.6955924300995255,0.0661310777872329,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0.01956060967144149,-1.489845527866107,-0.7366804111286783,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,-1.285566089167874,-1.4815295539012454,-1.0014754079123953,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,1.2023316804945712,1.5271898265856871,2.007622817784073,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
0,0.34584228438127035,0.2698145630986109,0.31360984060933556,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True
0,1.2839020991720282,1.1696029460966375,1.7487616642305144,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,True
0,-1.1632104611516882,0.5974639373141584,-0.8694529107655654,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
0,-0.347506274377116,0.647359781103328,-0.1554284813343644,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,-0.7553583677644021,-1.5081406705888027,-0.880526476942292,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.2039956704904167,-1.4948351122450239,-0.9847327052667071,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1,-1.1632104611516882,1.161286972131776,-0.8150777302364199,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
0,-0.5922175304094877,-0.9942134795603548,-0.766481980660068,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,-1.0000696237967737,0.045283266047347254,-0.7693716961364647,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,0.1011310283488987,-1.3834010611158785,-0.6587904466465636,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-1.285566089167874,0.36960625067695024,-0.976923855811406,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1.3654725178494855,-1.3168732693969856,-0.272009750744723,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
0,-1.0000696237967737,-0.6765432741026411,-0.8589308170079984,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1.5693985645431285,1.3043217243273957,2.2596677722368184,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,0.4274127030587276,0.9201237271507892,0.7714643018924772,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,-1.2447808798291453,0.9633667917680695,-0.9350781286455686,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
1,-0.14358022768347295,1.2161724002998628,0.29040388121109584,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
0,-0.7145731584256735,0.6456965863103559,-0.4332161683134837,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True
0,1.324687308510757,0.986651518869682,1.6713569954772602,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
0,0.1011310283488987,1.0182522199361563,0.49758103964100836,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,1.2839020991720282,1.1779189200614992,1.9029974704210966,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
0,1.0391908431396566,-0.31230361444170224,0.38671302449314426,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
1,-0.5922175304094877,-0.5002446260475747,-0.6285035813863133,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,1.4062577271882142,0.8203320395724497,1.8012177207409845,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1.2431168898332998,-1.5214462289325812,-0.49116489011878406,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,1.1207612618171139,1.161286972131776,1.6303274474917793,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
1,-0.9592844144580451,0.6490229758963008,-0.6872905412687365,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True
0,1.5286133552044,1.6020335922694415,2.4611978530945353,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,-0.7145731584256735,1.2045300367490563,-0.346899705266609,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.6313387497523706,-1.4948351122450239,-0.5972020068748093,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-0.8369287864418593,0.3080680433369745,-0.6833640576443194,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
1,1.5693985645431285,0.9018285844280937,1.8947915608240002,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False
1,0.4681979123974562,0.2980888745791402,0.3670806063710593,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-1.285566089167874,-0.48028628853190675,-0.9881959520590301,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,0.5089831217361848,-1.3451475808775148,-0.5303414907758884,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,-0.3882914837158446,-1.3335052173267088,-0.7389745363923826,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0.4274127030587276,-0.0012861881558779858,0.2725802926238546,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
0,0.1011310283488987,-1.4682239955574667,-0.684025824547311,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,-0.9592844144580451,0.1350957848678528,-0.7484598620019294,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,-0.8369287864418593,1.1662765565106932,-0.5107090726538035,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True
1,1.324687308510757,1.4806203723824622,2.1781380897882494,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,-1.2447808798291453,0.881870246912426,-0.9250413306168622,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-0.22515064636093016,-0.5285189375281042,-0.44073825211082196,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.30505707504254176,-0.48693906770379614,-0.11770776786384159,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
1,-1.1224252518129596,0.35463749754019924,-0.8561955138089664,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
0,-1.0000696237967737,-1.4964983070379965,-0.9425340357526076,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1.0391908431396566,1.0947591804128831,1.3978487344708201,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
0,0.7944795871072851,1.1779189200614992,1.3032822440333163,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
0,-1.2039956704904167,-0.3023244456838684,-0.9422693289914109,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0.34584228438127035,1.5388321901364936,0.9780017523161644,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,-0.5106471117320305,1.1197071023074678,-0.11400187320708842,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0,-1.285566089167874,-0.4935918468756855,-0.988372423233161,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,-1.1632104611516882,0.5292729508022932,-0.8637837742966038,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,-0.3882914837158446,-1.4648976059715222,-0.8013791553444931,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
1,-1.081640042474231,-1.509803865381775,-0.963335575403311,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
0,-1.0000696237967737,-1.5147934497606919,-0.9431296259653001,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,-0.5922175304094877,0.15339092759054826,-0.48130456326420873,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0.7944795871072851,-0.5351717166999936,0.11677830476285897,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,-0.06200980900601573,0.9849883240767099,0.303903926032125,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,-0.14358022768347295,-1.4715503851434115,-0.7215480079469364,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,0.14191623768762732,1.3691863212533164,0.6811992963244191,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False
0,-0.6737879490869448,1.1679397513036653,-0.333355542652047,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,0.38662749371999894,1.444030086937071,1.0128548092070568,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
0,-1.285566089167874,-1.4748767747293563,-1.0013871723253298,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,1.1207612618171139,1.1562973877528593,1.610606793782629,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False
0,-1.1224252518129596,0.6789604821698023,-0.8233277576270488,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-0.4290766930545732,1.031557778279935,-0.024442752335554766,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0.14191623768762732,-1.4931719174520517,-0.7162979905165361,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.1632104611516882,0.18332843386405026,-0.8864823790692167,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,-0.9592844144580451,0.002040201430066944,-0.7687761059237723,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,-1.285566089167874,0.323036796473725,-0.9775415049208648,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.8369287864418593,-0.5218661583562149,-0.7584746011338692,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,-0.3882914837158446,0.29476248499319574,-0.23548021769958513,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False
